20000 30000
8257 7590 -10082
13357 10886 -4382
5865 5686 4038
259 2313 -15130
1028 4101 936
2869 456 -6538
7578 6074 2790
10843 11274 6632
15024 10511 17170
5722 8971 114
14095 8174 -9924
2183 6658 14590
5722 16983 -7538
9503 2232 -11400
15590 1480 14816
15505 12702 -14284
9818 10557 11122
4120 5028 -12688
5713 3332 -13816
17182 6467 2640
7358 1074 -12026
9094 4983 -17272
7264 19714 -6508
4390 10425 -7490
13163 11467 -8416
14231 2619 -14240
4718 16128 19896
4720 9079 4182
3766 7587 -8384
12126 14825 2318
17518 3220 70
11314 5456 -11706
9156 10134 -13280
751 16208 2956
2294 12589 15048
7976 9694 -11820
189 9372 -5162
10301 1702 -10312
523 6539 -18782
11827 6637 -3628
7416 1827 10338
17623 14899 -14972
10415 3644 -9128
3669 10378 3352
17858 7952 -308
7137 5915 -14024
4616 7288 -15236
8074 333 -12170
11056 5656 124
9616 4524 4258
7442 1984 -10256
7049 3396 16052
8582 10202 17550
5416 10665 9104
18759 12755 2834
2844 3554 18886
6824 11999 -3156
121 15733 2826
19917 15793 -16254
12060 11175 -1852
5985 12501 3244
13208 7395 2052
6720 6291 3976
10929 9072 1954
10193 8 4508
922 10876 10274
10816 13803 -17820
7912 12289 14506
9979 7299 4644
2902 7602 -7262
10654 12729 -532
12438 12274 -9548
16463 8134 -14056
4348 16453 -994
2307 5518 16666
7437 695 6358
661 3144 15318
10961 1907 -6848
13472 645 -12816
2972 628 -11608
6811 15535 11670
1229 3716 -12936
4956 16158 -502
4620 3296 19448
13120 4526 12812
8983 3445 1148
1691 6588 1076
664 18104 -18246
353 2942 14008
10623 14852 11250
17611 7842 -2552
11149 135 7180
10146 7328 -12290
7804 11741 13818
19381 12779 -1796
10083 692 1064
17312 6099 -7678
11047 2405 10580
17569 9959 5256
2139 1228 -4840
12471 1778 -5120
18456 2148 -1112
4745 16125 -5580
4698 5616 2360
4815 6064 12452
9472 7479 19186
12482 3005 17072
15333 11105 -4826
10732 15638 2330
1064 14518 -3202
5032 17508 7792
13438 3978 -14724
8245 4059 -11662
744 7362 -10462
11049 6518 12934
10558 12143 -13878
5603 9190 -15628
1226 3603 14008
1300 11768 -19154
11347 5396 -10868
5230 1665 -7696
12000 3617 -1654
10786 10668 3194
11579 6224 15456
6260 12158 -13150
3267 19312 -18532
452 5169 -876
1570 8211 -1530
6890 1711 -15872
4750 8960 -4910
14767 1754 1574
8217 4565 -116
2088 10273 -14370
7579 10837 -1224
19269 11886 7660
10809 4640 -5358
18319 9881 3252
13020 1411 -19092
5893 1984 -15286
2999 10336 17658
5950 1457 4810
10365 2334 98
19094 8592 2540
10119 3017 -1374
15253 16117 -10046
19160 1505 -19694
4591 6562 -12848
4854 72 2268
3016 5050 -1614
1945 1852 -18506
12521 8061 -7312
259 8366 -14230
14439 2718 -1786
5268 3554 4100
7432 13799 4040
16735 11098 -14416
3916 6182 18058
5316 3059 7516
4583 2399 -17730
8357 70 10542
2342 17780 7754
10406 8295 15372
2403 8252 11436
3035 7285 -3144
16678 5960 -19798
949 2364 -7230
7626 17157 -14526
4841 18938 3186
17096 11033 -11014
9768 7873 -130
19109 10096 -19238
1561 5739 -8832
5923 8499 13462
11849 5442 -2788
6850 8287 -7920
2769 9223 -16824
16467 12083 -13200
11158 15606 13876
19463 920 16732
15758 19685 -1954
229 19298 -1288
5470 3175 -11608
1683 9988 -4762
2946 12190 -3450
2469 5519 8682
6197 8545 -16692
7158 14058 -8412
3791 13341 -10326
8900 13232 5350
19736 17438 -84
10580 7085 10026
5284 5253 -18546
10285 2426 19340
14536 3281 -13260
6549 1348 -1846
6199 16835 -12854
8137 8351 -2538
7617 5233 1142
7376 5529 15462
11044 342 12934
10000 7528 1832
12634 4999 15514
9240 581 7246
15941 7131 11498
11539 9299 -8850
4099 14363 6490
14726 201 -7152
4083 7389 -18530
2024 18895 -2510
6170 11483 -2566
8392 8752 2648
19773 7740 16510
4468 2070 13686
10030 15756 1530
3114 2980 -17084
12358 8124 -7984
5311 6667 -16566
15928 17590 2198
4580 13870 -14020
5412 14000 16128
8275 84 19364
17911 106 -264
8644 3826 12872
17366 11592 -10024
18838 15865 -5576
3947 7446 19318
1052 5771 -17488
11110 12057 1332
6250 12670 6290
3925 11148 -8252
5774 7043 -1142
5536 6763 -19968
1858 3934 -5398
2061 12655 -12370
1174 10582 278
12082 14024 -18200
1575 19337 10752
11300 19424 11728
537 2695 17050
18629 2851 -424
10794 11744 -16588
10075 16071 -7020
11884 14819 19958
7195 5158 13614
845 15374 14876
1156 14820 864
9766 7222 -14086
553 6271 -6090
9389 7625 -3942
3128 2039 -16946
394 8490 -704
8054 5517 -11616
12530 12618 -13704
4056 2990 -15436
9743 6439 -17398
1493 1927 -19462
10393 1033 -3138
3592 1135 18052
5842 19080 17232
4961 8717 11814
5920 13245 -15668
10121 7782 -14436
7006 6491 3740
14615 2195 6286
11763 14771 -12816
14935 19217 -9176
5881 13467 -6558
16952 17322 -16344
18230 429 -17152
17699 14153 -15698
11794 5041 10528
8383 8720 288
10388 14077 16426
5202 8658 -11596
3753 2249 -9884
16575 8090 -10724
6823 11395 -10598
17205 11558 -13754
4287 1041 8052
2530 6209 9640
935 7043 5062
5674 3902 -3800
3071 18775 10018
6430 2794 -2756
11736 6890 -9970
2452 6754 -436
17933 5188 15710
11960 17945 -154
10542 14659 974
5943 15347 17168
1389 11668 -16424
3198 12280 -5042
12707 1813 -6280
15447 9846 -5458
12182 12344 6284
16448 5636 4706
7549 13888 -14354
11825 9251 -7620
7639 12046 -13276
5775 17624 8156
4985 10103 -6438
377 6350 -7904
170 18494 -19568
12729 9726 12076
9915 8672 16704
15862 6421 -4666
11128 1465 8658
259 4082 -9222
4986 1419 5470
2140 18666 7264
13485 15822 -19994
5161 11896 -7718
2150 8432 -8256
12361 4770 4626
7165 5645 -3760
1810 12128 -8060
6621 3596 10008
8514 799 -13580
5269 19552 4470
471 16344 3660
6382 7261 -7210
7151 666 -19834
8710 6758 -5256
2295 17906 28
13452 284 -190
5812 8021 -7318
6575 2290 15050
6611 2167 -6036
5783 3387 -2414
8050 19679 16536
11274 10884 5258
335 12460 -11790
1511 4992 -4352
7550 7016 -3880
19801 10759 -1382
2923 67 -5400
7225 8256 18280
10048 11655 -16386
14449 8491 17520
4382 4836 438
10270 19679 -16550
5519 4809 13402
6631 8324 -8386
12725 2301 566
3969 12488 -17672
13963 4124 -4932
7770 2851 7994
3724 9511 -19866
10265 840 -13242
4955 16028 -16678
2432 18227 320
16139 12666 -15526
12048 4848 -11192
7048 5565 -3558
2133 13175 -7518
12514 12147 14724
3954 9676 -13092
1658 1721 -18432
10688 10466 12232
10856 10180 -7142
4537 13629 16778
9843 7004 -19798
9384 12920 3974
5136 9052 -4836
1528 6366 -17056
9193 6958 -11642
8983 5987 1646
397 11096 13188
8901 17653 9040
10503 13472 -19960
1932 4953 1648
5033 10057 11330
2732 12280 -9666
16966 5690 -18264
9926 2828 -17042
14144 9703 -1102
18833 12003 -14180
3240 1027 11220
527 15282 -7214
17187 7863 -12078
2565 8599 18502
7318 12081 -12884
8103 6358 10476
7178 17464 14914
6572 7221 13844
5756 10867 -17480
9298 5343 -9532
6841 4019 -9296
14062 8411 13622
1793 17405 -6238
3651 5760 15796
1271 15842 -8612
5084 1535 13000
10955 11155 -19354
650 6688 -8122
4010 6017 9864
14948 11210 -13010
6419 14648 -11622
10171 15851 -12610
11223 3637 13298
15800 4407 -3732
10884 17177 9624
641 5304 -11008
3162 12537 17102
5851 2732 3130
18938 7445 -17544
8194 14526 -15644
15745 6928 -11590
15149 15257 -9376
9401 5199 -10546
12692 2353 -4410
6542 2567 -5702
12376 14255 -6516
16748 10103 -14370
14047 11073 -2070
4749 137 4338
14331 7970 -7894
8768 8052 6356
11156 4981 5390
17586 13929 -18538
4278 17859 -2496
5089 11958 -19524
7054 7972 -11584
5656 4171 16294
8503 19511 4348
8819 6107 4410
2599 788 6522
9045 4435 -5016
5732 10076 -10666
403 18367 17798
1054 10167 18424
6114 10129 -8414
11977 9854 10024
6831 14889 -13348
12647 11299 -15022
9674 5836 -6776
4387 11957 11006
19491 10482 -14342
7027 13361 -18096
8496 5646 10366
15597 11554 -9936
18102 5945 -19048
8224 9081 -15610
11623 7632 -3314
2602 15369 -13436
19989 14437 -16802
35 3179 19308
4652 3399 -3300
10132 8945 -9414
1871 2649 -14820
9204 12177 -8590
5319 4750 1056
228 5722 -664
8785 3774 18368
6651 18884 -5926
10915 15189 3362
19074 13759 -8300
4546 9260 -7146
2233 9421 -13678
7818 9546 -17300
1263 16461 -16308
3458 9594 -5258
17945 13502 -3508
420 5254 -4094
15760 3586 -9162
8735 16616 -19774
13335 8592 -1964
9265 9370 -15328
6525 12746 15288
19512 9482 -14370
5105 5726 -13598
773 5306 -13840
11593 3990 -10818
4214 3223 -8286
2700 18849 -15356
13285 6762 -14596
1268 1374 -9696
3848 9235 -2724
2762 8237 -7456
1792 12200 -7314
17519 7481 -13260
8991 9145 19968
12714 7085 158
4399 16282 8772
7119 2650 4386
10185 5516 -2784
17888 9499 4850
6896 7769 -9338
9814 11502 -8060
19537 17598 2154
5398 6851 3776
14463 9053 -12990
15741 1267 19324
9655 14081 -610
19618 6872 -9812
19670 2538 -5758
1445 14523 -3514
12365 4718 14270
16937 4599 2998
13192 10554 18248
31 8066 -7142
12722 9556 7636
1875 1692 7820
18361 13132 19456
10522 11149 -5446
11826 9348 -17444
17777 2338 10350
18944 6125 -19722
19821 6340 -12720
7966 9081 -3704
17547 9951 5814
19551 3110 -6886
7077 13009 -19194
1576 10540 -7954
2574 15454 -19262
11906 12485 -10002
8048 3930 -18854
6658 5816 -2232
373 31 -14792
9783 15791 -9156
8010 987 4728
568 5994 -18842
4023 5709 3314
4141 9285 -3046
14023 7272 -2344
11435 13549 5034
9009 7743 1734
1265 1590 5782
10369 1538 -4792
13776 12212 1982
12693 3409 3240
8197 2662 -9744
16100 12759 1684
18440 10089 -1012
2642 11620 -17028
6146 7964 2972
1271 10943 -1068
1474 3445 3576
17349 15827 1908
11504 3281 8492
3757 7285 12228
10350 2832 -12654
14943 12312 -13536
14883 13239 -4464
12589 17683 -7582
1987 18795 6490
1912 8639 1870
4248 1479 6414
11230 3954 19202
13940 2043 19436
3412 14377 -6754
11472 11983 -12230
9686 18720 12514
14702 14439 1212
12276 5924 1304
13037 19035 -16602
13316 1890 6734
19606 11221 15950
11520 2792 -10870
5547 4258 -4632
1531 2829 3564
12705 6162 11378
15923 10870 -9316
9282 14196 4360
19969 19072 17430
16051 4736 3510
15174 18477 -17692
4729 10882 11702
19769 11237 -3398
15676 13604 -5854
4161 1197 -2810
2125 5485 10124
9229 7560 -4564
9073 8079 -2582
9662 10224 3148
7682 7475 -2370
9343 7446 -4936
14568 12684 -11278
5472 5286 -3468
6089 12151 -10792
17233 5594 -1848
598 18604 -12934
468 11184 2834
2964 9616 2028
14066 14996 13746
7148 2510 792
15941 5791 13732
5589 4020 -13290
15948 8251 -9838
12271 11825 -1544
11173 13454 618
6430 11238 7982
13739 4853 -19104
12567 17054 -246
2490 11197 18112
10773 10589 -6276
7536 9429 5776
10539 17585 -16318
4167 5520 3120
1047 14581 764
19606 11989 -6432
13403 1960 -17076
8732 392 -6314
14063 16923 9222
4740 692 -15114
2270 3919 -2302
6112 576 3690
2486 9556 -2794
1364 16498 -14984
12878 3338 -6554
3005 2411 -11614
3117 943 -17546
4514 5290 -19168
801 10339 13088
236 12 12548
5433 9740 -11198
183 1135 -10344
10633 437 4268
8577 3671 -2556
7263 19659 -10920
9368 10282 -16304
366 3290 -13546
14458 12071 212
6305 11001 -9132
1770 9555 -2986
4299 7730 -11850
8803 1439 -7612
2488 8664 -6654
7048 5358 -15440
12487 19764 -12574
4013 12452 16340
4978 6766 5408
1416 8649 754
2837 8537 18918
432 955 -15790
526 5937 -17268
3914 3155 18580
6446 18182 19270
93 3936 11692
1238 5456 -11194
19714 5599 82
6925 18074 4648
10344 9863 7498
9276 10597 8668
16647 2426 -19914
3244 13592 -2478
17269 5175 2278
4696 19481 8942
10268 16713 -4668
16030 10806 -5782
4290 9059 3368
4546 12759 2206
606 391 -15814
13196 583 15900
17557 7435 -19976
6667 10869 330
1903 10973 -4418
2516 6149 -10970
10118 4243 -13224
2497 7711 2182
11874 18563 -1750
7007 18370 10242
7727 2658 -11328
18275 1221 3152
1799 4919 8482
8611 5712 418
3635 3263 15660
8514 3336 -8434
11032 4988 -13322
3705 14670 11880
9868 8391 -4544
4985 5537 -7360
13124 10997 -1292
8703 5494 1124
3865 17554 -18600
12302 9714 3258
16794 1026 -19074
528 11748 -8642
1351 199 -19994
18442 19280 32
15290 15098 -284
1730 8553 -898
3262 444 -16702
10485 7055 5144
12889 2858 15104
129 14640 -6280
8046 8627 -9912
6422 5936 -5054
19154 333 -2488
11051 5391 13068
3931 2322 -5842
8202 11176 -16840
13269 5388 -13142
15885 2002 -4780
16327 14274 -8480
99 5042 -13890
4393 11065 -10144
4572 9284 9452
8798 523 -7598
11587 4088 -16006
11652 19175 -8500
10678 11455 -18214
10630 7406 -938
10489 15165 -10958
10127 9964 -19120
1113 10389 -14580
488 13763 640
8188 3821 14528
6003 9754 9444
5316 5854 -6828
6425 9524 11636
7302 10120 5318
488 10682 16682
2574 6500 -8868
6222 5754 -16896
850 1516 6452
3486 6602 -4526
8901 17901 -14502
15967 10102 -11470
1881 11843 13420
14508 6489 -284
10184 18121 212
6586 3987 2742
12490 4972 1036
2073 12353 -17438
2662 7996 -3574
9451 9115 -2392
19785 333 -16872
10504 12837 2906
13784 16333 13944
6921 11544 10740
13257 88 -7742
297 3340 19846
7901 15343 -8248
1731 7500 11296
13613 253 -19378
9693 6332 -5098
1814 11599 -19568
3212 6834 -12302
12252 912 282
3209 7450 -1640
17569 9535 -10876
3365 5111 5634
11011 763 2642
12606 13345 2886
9850 2593 17328
14442 7444 11666
10736 6502 -17950
7559 17953 2014
9006 11543 -17742
2751 1070 -5210
1228 17541 118
3220 2715 -18112
2178 7658 -9232
7738 10383 -10724
3737 13635 -9940
19782 12315 4160
2021 2425 15504
9204 5446 18824
13004 8045 -2350
1244 2549 -6012
8529 132 -19982
2316 2429 -4478
9133 12930 1492
5532 5283 1746
10439 1880 -2330
4987 570 -8822
7629 5560 -958
10597 12189 6326
10444 18621 -10590
2815 10713 -15332
16999 13137 -8770
14164 12058 -12978
8383 6846 -18114
12737 9831 -2690
12251 4351 6580
16052 12295 -11160
4061 14360 -466
15273 8034 4266
5191 9301 -19244
5387 7879 7000
6615 12709 -11856
5061 19952 1940
2823 18064 5074
2050 1610 -2418
12978 2443 -5678
4821 2718 -15404
15183 16933 -2610
14709 1072 -5064
8703 12864 1690
1849 9050 -2708
11142 2444 4310
6459 768 -2230
10301 768 -306
12606 3187 9070
10309 8364 15266
19351 19140 17250
11724 15346 -13600
838 6031 2442
3217 3624 7168
14815 2344 -3296
12019 6070 2734
8919 12174 -11026
7030 2345 -14568
8044 11699 -9676
1685 16115 -9358
6502 8541 -4392
5573 10733 2904
7811 12229 -15552
2159 9983 3330
3845 13950 -6348
8591 6897 -13574
2371 11986 9324
15190 5584 -16188
5418 1622 -4562
9666 16218 -16018
10959 9566 14206
3279 10498 -10266
1345 6103 14860
10020 6025 -16932
5821 11833 12470
10287 8393 -10346
3348 16624 5384
11918 12800 14488
6431 9086 -610
11508 1753 3194
3192 11121 -14362
8907 9071 -9956
561 1991 -15896
5251 1523 -2070
4956 6980 10122
8465 7523 4600
5828 9235 -4094
4612 13682 -12248
6157 5289 -13416
15199 1776 -15078
842 19131 -4680
8700 11638 -17840
4620 2545 1858
10168 14141 17524
834 11633 4540
3082 10000 9120
1364 6141 12198
6336 7665 -6334
9029 8827 -5492
1028 10319 -8032
7110 10168 -11166
9397 8125 -5188
11410 8463 4096
4690 4969 -9312
8599 14643 310
12464 14537 -8884
17206 16911 -1172
19947 1293 -1742
6587 14080 -19830
8764 7234 14152
14015 10118 6768
4847 648 -18906
5555 10832 -6438
10837 7427 -8208
5859 8324 -4402
15653 7701 -2318
4404 15729 18430
10565 3650 -8936
3083 9719 16592
4439 778 4476
5241 803 -7988
2620 12670 -4302
19205 4524 -9844
11787 1984 5258
139 7898 19946
2638 3815 -17996
4041 4485 10126
2211 66 17654
9583 3930 -6870
12082 7982 -2338
8235 3290 3624
3256 15802 -17104
6513 6126 16994
7064 3215 4586
11907 8437 16836
16338 2424 -19860
11183 6345 -1344
6059 7483 18442
12537 11560 2698
10923 10883 11810
15847 9313 -14428
6984 14409 468
12500 1970 -18322
1157 5668 -12288
4485 3592 2044
4733 12735 2766
9827 4499 -13878
2090 17135 4200
1479 6573 1812
6885 17245 6418
5836 19981 -18122
9699 10101 -1186
10195 11219 -13832
11427 9355 -8880
2133 15452 -10400
603 11688 -9204
6875 11569 -19392
16990 7843 -886
7857 11319 3750
4149 18190 -12108
10798 19467 -7308
509 10080 958
7981 3207 -4562
12138 12425 -16602
770 12014 5020
12355 4232 -8470
18618 11720 12474
8264 709 1406
12544 12050 5082
4301 12344 14854
6141 2910 19392
14824 19683 2196
10640 1131 19140
3754 3535 -18194
19445 7609 10828
6032 2917 3260
5318 12432 8826
4090 18461 -19736
6635 1517 -6710
9321 1818 -16390
4333 4721 10492
4970 15788 -7212
11008 17227 -2330
577 5675 -19590
50 14642 18508
10318 1390 17448
979 11365 9508
3171 14022 -8312
17267 2509 -15180
11872 16552 11748
16977 13697 10740
9941 267 4682
617 4968 -9870
7321 18655 13454
6914 8283 -15726
6932 6549 -17676
12882 14035 -2816
5135 8930 -14932
17520 17728 -624
19724 6634 -9534
5603 17125 -7756
12782 760 14130
11930 8264 -9154
3322 4486 -2184
14638 8631 -16870
6426 4362 -18874
8378 14419 3702
8741 5315 6152
1168 11521 196
19587 531 -5522
8339 552 -6340
474 781 -12516
9118 2900 -600
4234 5606 1360
9790 6923 14798
8168 485 19268
5455 7544 -15112
10708 800 -9562
10518 16349 -2106
7580 9299 -17104
684 6119 -1736
3340 11888 -460
19297 1433 10280
2622 14545 -8920
727 18250 -17836
9247 8099 -19900
17730 8396 -3392
16331 18805 -3898
1082 13139 -6466
4370 6676 286
10556 17973 -5768
11957 8286 -5268
433 10843 1344
19814 1298 2942
8937 11261 5618
920 3586 14654
8441 9053 -13354
12528 5491 -10806
7099 1881 -16354
13310 3671 -4844
3993 15090 -16694
1234 6266 -11506
12113 7422 1490
5974 3488 -13956
3377 17519 -11834
15966 805 -14412
7646 8324 6882
11089 7098 -16406
12066 6460 -19218
10573 5465 -6790
6806 17438 12792
7518 8262 -4112
1726 17015 -14214
19323 3569 -17752
4218 5369 944
1670 7161 -3970
7825 2729 -17012
4037 4195 -12340
16549 5300 -16598
10794 18561 6606
14992 13959 -10104
19206 14613 -2062
15639 19455 -6878
2651 4410 5354
16576 2539 14444
7502 12224 -13608
6849 4023 7824
17723 5714 -9258
16808 1620 17962
13156 3298 298
12145 10497 18932
7443 19448 -7216
13531 10204 19390
7294 5450 18298
1951 12581 3196
1845 13675 -19510
11584 1433 -7800
14399 1567 4594
6009 8941 -7538
6099 4898 1948
4387 759 2524
16145 15729 7318
9324 767 -10068
3968 15927 -15812
10849 11796 -916
17923 7396 -9166
15411 17368 4096
15781 3833 1148
4688 1884 -4664
10468 2425 -7592
11844 10921 9920
11911 3922 19902
6700 10342 -18740
3425 10430 18902
17720 10198 -2946
11480 4405 -17236
12425 1614 13224
6204 3192 -11982
14938 5005 -6268
16666 12171 -13840
6964 7541 10052
7886 1935 5466
3251 10724 -13848
15292 8159 1902
15596 9527 1614
4287 12027 -16160
10805 11127 -10326
9710 16583 -394
15137 9483 -17318
5635 8621 -13446
2278 10080 12868
4711 2229 -2294
1930 5408 9460
7448 1632 18282
2670 15416 -13874
1818 18815 19968
6509 17974 -16518
1885 1408 1920
19748 3085 -8444
10101 8171 5010
7401 4796 -11656
1109 731 -2026
11670 3525 368
15802 1727 7492
19688 5352 -1606
989 17895 -19204
4951 12018 18746
16257 11719 -12254
6915 3068 -14234
5610 11859 -15750
7596 2839 15166
13518 9159 -16964
3061 6167 -2794
8166 9938 -7548
7193 17882 -4248
15760 8738 9114
3780 18554 -13844
18061 16868 -10958
5673 1098 -10486
11258 13419 8690
17901 189 -15568
5956 3239 -12550
8125 8532 -5644
421 8716 -16476
10287 8208 -10524
5530 4605 18980
3799 9569 4814
13253 19413 -4688
5785 10583 -3304
18593 799 6724
5606 3666 -16530
6219 1671 -6672
12599 608 -306
4014 2914 -13576
7507 2622 -3346
2492 320 -6002
19898 11271 16772
2192 8552 12434
12524 14988 -18614
15089 7688 -15172
12296 268 -11308
5358 1737 -4510
11568 10797 1650
9647 8221 -5526
643 9907 -12660
4549 12546 18078
12252 10012 -7960
11431 12476 -18618
10525 2845 -7802
4416 7774 14112
18677 6872 3472
1008 6896 618
15132 12358 3576
10744 4 -2140
16727 7649 17038
4868 10174 -4198
8361 4255 -12068
6927 1313 -19276
14780 8818 -544
3289 1713 -10118
8223 2796 -6538
12840 10231 4270
15632 19582 -17236
13250 12644 -2296
17457 9601 4536
1033 773 -16212
10419 8526 1766
6533 16782 -4976
17436 16825 -17896
5812 24 -8310
13296 10202 -12454
9758 4305 13354
1358 1111 -9438
11650 11570 -16040
4253 12327 -7282
13716 5797 -7764
17718 3777 -19238
16065 12152 1426
4371 6176 -6828
6874 10242 482
10509 19097 5324
11248 2242 14296
12592 8536 11240
4617 1229 -752
11781 4638 5412
5561 12350 5094
4458 19039 -16190
9981 6468 -3172
15601 5316 16588
1967 7045 -15666
10039 16163 1200
9774 18444 1998
17525 8080 -13566
6824 449 8172
15674 1257 8370
11215 58 4550
5230 6582 -15578
15037 10270 -2076
16591 10028 5322
13612 9696 13752
12100 19958 10342
4191 3248 4244
12698 2550 -8484
5728 13145 -12516
7438 11860 2946
4477 11493 -18610
15404 17213 64
5525 10904 4590
9221 5848 -19664
8084 620 -3818
14838 19232 -17762
10337 3566 864
17262 18534 -338
3637 14694 -7796
17011 12514 1284
2269 3834 -12906
9730 1503 2082
606 10411 -3406
14737 8102 -11970
13063 8117 12634
11999 12151 -18714
7538 6782 -13092
1887 12012 -12176
8922 3837 -15652
7091 10808 -12564
1851 8277 3246
5852 11211 -3540
16589 8001 -15970
12487 4728 -13942
9921 5987 11726
7327 9488 -13046
16714 846 950
15082 7831 -12322
12619 4169 19294
19362 12406 -10880
8752 10905 5122
2720 4380 14882
6550 1339 -16524
7124 10951 -17990
4940 2989 -14750
1482 5104 -18694
3380 1430 -12778
12606 3058 19574
12051 6327 2860
17622 10747 6814
4296 3714 -5590
4949 15406 17620
12515 1935 3176
7785 18334 -6174
9023 1476 -74
14177 15726 -14156
11707 3529 -1468
3627 9425 19800
3248 7975 15060
7757 1413 18192
17016 8092 -6190
